1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Indicator Name
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,96245114.4611949,62077135.914984345,65745849.119353995,79773392.59802155,98775328.9473684,112084131.139664,96905829.5964126,74495624.44444445,57130215.5555556,64968550.18518515,121185497.569261,31020000.0,34918000.0,41749000.0,45144000.0,43879000.0,55989000.0,62983000.0,70688000.0,72798000.0,78476000.0,82507000.0,91063000.0,99461000.0,108071000.0,120230000.0,110858000.0,110705600.0,112279400.0,114326300.0,115347500.0,122824000.0,131738200.0,131398500.0,132440200.0,136559500.0,141515800.0,148346700.0,151898900.0,149769600.0,160407100.0,172188500.0,180436300.0,184840400.0,182142800.0,183814300.0,201510900.0,213204100.0,221588900.0,239462200.0,6.98855997075241,GDP (current US$)
322125506384.578,308137575552.815,319694266052.876,341273686639.232,389730745046.126,428821888044.334,443074971269.006,455975749437.944,481774912586.316,538945116279.509,592198127590.025,637343787738.542,714010802148.256,905394439327.191,1151589550522.56,1271966913451.69,1374352702957.43,1542515163373.39,1672613019332.26,1994226135741.56,2346435466492.39,2653176657534.63,2619280057101.69,2533456427663.5,2574634599866.42,2715798197855.88,2813108504828.53,2893751921434.18,3107014265649.83,3227981323261.19,3683404794632.27,3741549024410.65,3717002592025.55,3970397845046.88,4328897059659.7,4843533635792.59,5300410946559.05,5607094872420.89,5438327609040.41,5314703129512.37,5795021107067.58,5854743134260.79,6000979292472.18,6766264566448.44,8036346846288.66,9575812124828.89,11377996579820.0,14100981841115.7,16882628091406.8,16457153182934.0,19986264663724.1,23754894612896.3,25315251676059.5,26852248108123.3,27750785274437.3,26333244714729.7,26516584318675.4,29153757737687.9,30917603112934.9,31709624259848.6,30433091189388.5,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,96245114.4611949,62077135.914984345,65745849.119353995,79773392.59802155,98775328.9473684,112084131.139664,96905829.5964126,74495624.44444445,57130215.5555556,64968550.18518515,121185497.569261,53511735.141955644,42433356.9329734,39793418.9189189,45144000.0,38002074.2021091,55989000.0,62983000.0,100534663.294927,72798000.0,4699646643.10954,4938775510.20408,2436849341.97604,2682456896.55172,3556581986.14319,4680078740.15748,4651453634.08521,3928975903.61446,3756208791.20879,3863743409.49033,3773653058.12718,3709479717.81305,3994762861.1154,4948324125.2302,5682776765.83688,6257800770.94745,6862881738.06108,8338305008.94454,9911371237.45819,9406125226.86025,9412311665.9492,10494822518.6525,9743277661.79541,10816616379.3103,11361563307.4935,10071243243.2432,10680463278.8651,11310265324.7941,12679934731.3891,12547086168.4896,12266949805.1436,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,275494520.141999,343771964.662167,339913833.096246,359772363.262207,395218567.202881,486617332.387405,563683660.31194,538747268.333356,830710615.179954,939227993.66396,1049838492.55759,1222702356.10946,1595423285.64659,1759690811.60699,1538972158.1782,1333754034.23489,1297765448.50498,1232932008.13719,1392195933.33971,1852163474.54664,2090629722.63611,2169040741.55896,2181821902.43953,2681912030.49384,2724131545.16958,2830673388.82429,2818280876.07615,2081846482.74771,2706425298.36818,2780422212.26995,2697105694.07956,2920358586.75234,3440724983.52081,2961484857.95711,3468337909.17148,3908121459.12749,4714072191.04621,5454249456.70519,6247515449.73015,6905934548.38354,8156469132.86716,9838404004.93274,10231962890.6125,10689167195.3375,12995113407.2335,12442036265.1484,13242691429.5942,14364937996.8661,13104764333.9941,14026048690.7312,15365714371.3316,17070866299.0945,17281815733.9596,17393761397.0805,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,250721821.553678,264579879.784878,295118249.324933,345602025.375393,376094108.475331,474620439.58496,527936988.791275,625573345.532174,793675169.878579,1001300838.32335,1250242107.87969,1243469360.56838,1234518125.0,1165771369.00625,1101828568.76804,1117835285.50512,1435079200.34957,1751247763.41948,2019474244.19359,2118574772.11136,2547163582.33149,2750041434.26295,3021910216.71827,2709178326.78271,2998570146.54095,3720400535.01945,3822882801.33397,3793418418.41842,4010571223.3396,4121350731.81231,4069515579.07114,4088368978.34589,4470446391.44639,5448415500.17071,6098092551.07125,6416184181.07201,6778324049.68009,7925371475.49959,9090406767.24769,8696366907.4743,9035932122.49768,9638916481.06904,9462238211.48657,10551661176.7831,11626281387.0068,11091434483.5238,11721521912.7202,13221298307.8894,14864712990.1631,15215714309.0974,14647384607.604,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,96245114.4611949,62077135.914984345,65745849.119353995,79773392.59802155,98775328.9473684,112084131.139664,96905829.5964126,74495624.44444445,57130215.5555556,64968550.18518515,121185497.569261,53511735.141955644,42433356.9329734,39793418.9189189,45144000.0,38002074.2021091,55989000.0,62983000.0,100534663.294927,72798000.0,168879207.244148,4682607.680536452,47737955.346651,99461000.0,152030993.10710502,249333250.082507,110858000.0,110705600.0,65334841.0604347,7640810198.25878,4660052520.07839,4275404729.83833,7630308165.0367,8981700373.87009,8857405669.93548,10573312525.3592,14575281202.8408,25434981977.8284,31831232214.6797,42214048042.8044,51518307518.3343,54148124619.0983,53254531557.5056,58175459729.6908,59640204521.7773,60291736893.9397,61449392056.1488,67144725830.5753,68697759361.231,79844294296.0647,76185586096.7974,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,96245114.4611949,62077135.914984345,65745849.119353995,79773392.59802155,98775328.9473684,112084131.139664,96905829.5964126,74495624.44444445,57130215.5555556,64968550.18518515,121185497.569261,53511735.141955644,42433356.9329734,39793418.9189189,45144000.0,38002074.2021091,55989000.0,62983000.0,100534663.294927,72798000.0,168879207.244148,4682607.680536452,47737955.346651,274898743261.279,284461268098.034,332755572725.422,381321458287.27,401740359636.905,407300030595.739,445878028399.098,472212934960.98,473751321132.928,455893938127.342,499423757952.941,593356688491.545,698847488146.758,811980492536.767,1003371755618.41,1243189936576.03,1200039346910.69,1384912175998.83,1566956831882.25,1729886735904.0,1619261331095.11,1592859036118.69,1428596681862.35,1451355166163.97,1431432476945.16,1341059504338.88,1366023640539.95,1214678560587.73,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,96245114.4611949,62077135.914984345,65745849.119353995,79773392.59802155,98775328.9473684,112084131.139664,96905829.5964126,74495624.44444445,57130215.5555556,64968550.18518515,121185497.569261,53511735.141955644,42433356.9329734,39793418.9189189,45144000.0,38002074.2021091,55989000.0,62983000.0,100534663.294927,72798000.0,168879207.244148,4682607.680536452,47737955.346651,99461000.0,152030993.10710502,249333250.082507,110858000.0,110705600.0,65334841.0604347,91679279.03225805,984297589.359934,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4143033275.88493,4544516982.18263,4087725812.66864,4466040642.84766,4594024179.62003,4054712082.54743,4377033429.26721,4856632399.45775,5506767831.83751,5542674764.89028,4778582336.18234,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,96245114.4611949,62077135.914984345,65745849.119353995,79773392.59802155,98775328.9473684,112084131.139664,96905829.5964126,74495624.44444445,57130215.5555556,64968550.18518515,121185497.569261,2310099100.0,2552401933.33333,2725736633.33333,2098734600.0,2186505475.0,2896178866.66667,3020611600.0,3204461566.66667,3576966800.0,2560785660.0,2379018326.31579,1317611863.84977,768401634.154573,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440248.9783,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86852,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11425755279.5395,13108769495.7472,13996719329.4236,13137128659.479,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,96245114.4611949,62077135.914984345,65745849.119353995,79773392.59802155,98775328.9473684,112084131.139664,96905829.5964126,74495624.44444445,57130215.5555556,64968550.18518515,121185497.569261,53511735.141955644,42433356.9329734,39793418.9189189,45144000.0,38002074.2021091,55989000.0,62983000.0,100534663.294927,72798000.0,168879207.244148,4682607.680536452,47737955.346651,99461000.0,152030993.10710502,249333250.082507,110858000.0,110705600.0,65334841.0604347,91679279.03225805,175573556.296138,63101272.3699183,1284000000.0,1239000000.0,1210000000.0,1061000000.0,990000000.0,938000000.0,939000000.0,795000000.0,799000000.0,729000000.0,746000000.0,772000000.0,832000000.0,910000000.0,1230000000.0,1560000000.0,1302000000.0,1182000000.0,6.98855997075241,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,96245114.4611949,62077135.914984345,65745849.119353995,79773392.59802155,98775328.9473684,112084131.139664,96905829.5964126,74495624.44444445,57130215.5555556,64968550.18518515,121185497.569261,53511735.141955644,42433356.9329734,39793418.9189189,45144000.0,38002074.2021091,55989000.0,62983000.0,100534663.294927,72798000.0,168879207.244148,3633406064.83095,2639953230.54915,2729550591.08977,2796549978.47183,2899922841.66085,3856799844.1609,4648832184.06736,5263877520.08489,5976408043.77265,5656473652.41147,5398568543.63492,5677003239.29386,6303391143.83386,7631120533.36168,8542070109.70903,9176889070.42298,10450843291.2931,12556195188.5962,11914471497.1492,11104648673.0016,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14845870050.7092,15291448211.603,14021421105.9078,GDP (current US$)
3193200404.37297,159213140.003286,164271590.835566,168186331.271262,224495789.265476,255340526.745302,266533659.162216,282615367.46488,311396000.321084,295062138.067838,309405316.058955,335569088.717833,391669449.25347,493237544.352934,613010958.14599,703378653.350029,775046377.591752,799029666.591345,804629876.770723,951900945.200283,1047924649.11779,1105495368.38146,1108776010.25575,1165170625.65959,1074373735.45291,1009723326.31752,1186628778.51236,1344665270.68865,1414951854.05644,1450647019.20509,1506914407.82331,2133688270.32436,2164292208.16528,1847350611.72458,1944876755.00708,2091731420.68923,2132081881.91398,2072001066.8212,2032345831.83005,1985924386.91448,1779523344.34106,1746064718.79169,1777058592.98812,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346206808.54026,5206444406.66154,4714592492.92972,5628882266.37767,6764635686.79345,6728208836.22143,7223063169.72749,6592537781.81518,6166857628.62212,6398744505.08129,6757333550.27933,7050987978.12063,7600650037.8463,7778525642.92883,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,96245114.4611949,62077135.914984345,65745849.119353995,79773392.59802155,98775328.9473684,112084131.139664,704033525.405972,823634464.910024,1015365145.29554,1211141231.11555,1131788191.50736,1142393554.52358,1078408829.616,1090276947.25872,1040557089.33864,1076121094.38239,1462900255.4506,1880852914.22714,2134517067.65295,2181930254.82301,2653480001.34558,2856890680.60285,3224267547.80508,3263368410.01813,3558137040.37772,4040345933.2923,4421943910.49749,4187367601.73431,4169664285.38681,4343710332.80658,4663313620.01707,4613630622.77501,4841310239.63687,5816553826.85519,6578844486.06288,6488750452.60067,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518413429.9684,11668696526.2123,12129658758.3254,12803438964.9438,11692287066.381,12232469391.7573,13259348213.99,14181930162.4161,14046337854.8466,10914065306.2423,GDP (current US$)
162956740.865183,174576508.469831,183116337.673247,190816183.676326,194736105.277894,229455410.891782,260394792.104158,269814968.240817,245169806.792272,265810632.425297,290531621.264851,365386929.835119,406062874.251497,444281703.893568,548621017.593913,613220652.928919,670317634.173056,806290840.624654,949034016.830627,1058269065.98115,1237655461.1501,1237685691.94683,1180104216.01137,1223186840.31324,1208008985.42522,1131347798.26653,1183654827.79002,1183094127.76747,1379924257.21313,1590215582.53307,1880771556.30474,2203545856.66893,1799517081.56412,2070636935.58644,1181802596.03498,1397457932.30697,2281034131.36493,2663234933.89767,1750584265.28754,1775921718.10534,1743506531.32652,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.87517,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,8787570920.44408,9712994564.91596,10862613621.906,11961848552.5977,GDP (current US$)
1916241996.60264,1901868548.28172,2001502678.6881,2510126747.68065,2674441395.53116,2956356984.18921,3143538481.64119,3188945511.56409,3330393309.81315,3664575983.27453,3864170913.36731,4244340333.51899,5043268548.73032,7662996766.66803,9496074114.07918,9298800799.46702,11050125904.9418,13139397879.1695,16358376511.2263,21213672089.1976,24488033442.0506,25004557093.8761,26804401815.5348,30346788437.5135,33943505717.6993,31200161095.4491,27734562640.4277,32181695507.2234,35271880250.4964,38848567631.4235,44024178343.0071,49143148094.2683,59167550162.956,66894837030.4184,74478356957.7808,88705342902.7113,100855393910.486,100005323301.867,72167498980.8398,79148421052.6316,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534102611.497,162691238209.476,193547824063.3,230813897715.69,202257625195.063,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354803994.367,301255380276.258,319112136545.438,358715057123.739,364681367531.684,336664444247.042,GDP (current US$)
583846188346.724,604324202050.644,647421597617.883,683726355213.516,735285089547.337,798329518629.68,876222557410.437,927523758485.753,1014479810519.9,1099213311661.69,1161385395320.13,1264333061774.61,1392428220486.92,1556967358814.12,1705964297341.51,1859083029689.34,2080373864908.72,2293885157028.68,2570707667537.48,2870923302612.26,3131774126516.07,3513995963656.99,3658081025119.14,3975475111781.89,4393971258071.62,4704774999482.75,4958242427343.98,5287828242049.45,5745207451214.25,6208137243275.24,6558665950908.47,6770092083643.19,7114394589252.92,7437550121856.44,7867242439537.61,8245811373433.4,8704363777972.13,9235474283855.56,9699948950000.0,10312400831271.1,11000599098931.6,11324483674355.4,11701005616098.0,12357971049634.8,13244904088278.2,14214616964778.7,15140020223591.0,15927446063783.3,16272813774721.7,15830214167157.3,16616030620486.3,17342220425174.5,18031752018521.6,18637912373835.0,19339327561439.9,19801463926217.1,20279970339907.4,21199387143244.1,22340938595869.6,23182285203906.0,22587300006483.9,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,96245114.4611949,62077135.914984345,65745849.119353995,79773392.59802155,98775328.9473684,112084131.139664,96905829.5964126,74495624.44444445,57130215.5555556,64968550.18518515,2422096074.58458,2249854740.00185,2118741468.84323,2297400687.57457,1951229617.58386,1608219310.31522,1809073861.75129,2300105497.12572,2495059627.44074,2535113565.48832,2789944497.95827,2996885574.188,3429538518.46445,3251230620.74621,3666501464.25453,3978497747.2784,3989208670.51564,4154955685.10404,3873098651.96346,3868541598.66927,3922247984.63705,3557333363.19743,3349184762.16428,4926471288.09156,6609198826.38003,7248394161.4059,8001779553.23156,8839526448.02729,8607475302.83225,8938868166.33684,11431334446.8076,12523402326.9175,13042007432.3598,12043276401.4161,12435416063.4689,11335179560.987,10721994676.2429,12895153157.3463,13681065175.4861,12565772084.7441,10699926682.6513,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,159594493.548808,164206537.561675,180036768.87301,215507164.034258,263108834.536684,358815681.903215,413634335.270097,505892512.861927,542294864.81243,637400199.110489,816647865.83143,798310509.647434,837616756.533737,846007597.720396,1047225130.24333,1182457142.60648,972563810.230325,904619629.797268,823832940.450511,796018978.4713,854823821.723177,1201262517.87644,1488113532.28584,2072735787.31779,2185072798.33184,2529310103.83608,2653781596.46008,2923764926.39718,3070161471.04451,3038727617.03901,3628440274.67,3606968433.92682,3291489840.57141,3158806480.26107,3056999988.09146,2682347064.3642,63101272.3699183,131738200.0,54231467.6697581,61950985.43903521,21839098.8927071,66568900.60240956,27030374.0272781,85666415.03103496,27101076.2751521,39694019.505761355,119121953.83515725,96927201.4848422,141666121.8220991,70972486.3621289,61135670.193118,68317574.2713985,75102596.8085998,124021393.690412,47271463.3298575,6.98855997075241,GDP (current US$)
449526872.565486,485785234.940376,531736492.909178,586294761.493516,582816358.347155,673383604.238783,702296184.361344,665586975.088302,641214210.668969,625867922.677513,649916708.242418,693573595.320975,742779740.393512,946385033.011918,1026136974.47536,1048690933.21027,1064517574.56042,1291457973.12517,1774365275.18226,2109278101.9887,2508524186.43352,2170893038.90053,2017611927.4037,1803099731.54257,1461243212.42814,1440581533.7564,1904097020.29333,2233005822.58534,2280356338.22867,2179567107.50159,3512356353.0798,3285796979.79737,3386232592.01834,3052673622.85839,1938058161.25116,2302537682.18029,2405687081.12795,2290318800.33457,2643363406.97664,2537790022.73535,2241753120.21267,2448714680.56221,2782192986.95772,3394084884.67098,3760443965.72976,4383315656.99096,4756361479.98873,5731485267.33492,7297600896.86099,7352131669.2941,7851191899.3408,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9685577941.03195,10355006770.1014,11189541083.3975,12846952856.8458,12911689659.351,13678234008.4714,GDP (current US$)
4196092258.15484,4467200335.99328,4909302953.94092,5165489010.2198,5552822483.55033,5874422511.54977,6366792664.14672,5203135937.28125,5200895982.08036,6634187316.25367,12545849083.0183,9181769911.50443,12274416017.7976,15162871287.1287,24846641318.1242,27778934624.6973,36308883248.731,36035407725.3219,36527862208.7133,47259911894.2731,64201788122.6054,164475209515.19,142769363313.375,97094911790.6948,73484359521.0997,73745821156.2996,54805852581.1516,52676041930.5791,49648470439.7963,44003061108.3357,54035795388.0915,49118433047.5318,47794925814.7558,27752204320.0883,33833042987.7582,44062465800.1706,51075815092.5,54457835193.4927,54604050168.1818,59372613485.6576,69448756932.5833,74030364472.0506,95385819320.5737,104911947834.122,136385979322.437,176134087150.341,236103982431.635,275625684968.615,337035512676.936,291880204327.419,361456622215.721,404993594133.582,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769,432293776262.398,GDP (current US$)
223854666.666667,240524723.428571,265291588.666667,292916241.142857,341973758.857143,566542872.357143,606671444.0,657171436.714286,695899980.428571,747971449.571429,776585681.071429,826571413.428571,880842890.071429,1093571441.5,1520900045.14286,1590428522.64286,1847871371.71429,2239857060.57143,2142128603.78571,1527852635.63158,2189347367.52632,2448290109.65,2465165179.69565,2743341724.08333,3105517091.41379,2683816288.7907,2885710608.88079,3851213727.67857,2630904261.83247,1013184745.70715,1009455483.87097,1488804123.71134,1792800000.0,1756454248.36601,3863185119.04762,4140470000.0,4308351902.78601,4389965590.96538,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763361732.88486,7423367753.47589,8496998229.39412,8298679908.55232,8758639096.47693,9774351930.71802,10532049076.9407,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785909906.1925,13025208219.7685,12611218627.0632,12621476263.8278,GDP (current US$)
12276734172.0828,13493833739.9949,14647057370.1418,15891241386.291,18699380731.3465,21000586933.2041,22867203317.4022,25087562181.3218,27817605743.2503,34035946604.1815,38164716625.0685,44579122807.0175,54706557264.4878,71840909664.1968,87243413394.5405,100249523353.085,109168720620.103,127016990212.804,155859695457.323,179669405690.432,195152092662.381,164134217080.279,158479527935.958,153445465987.182,143912664148.352,143845822717.622,200862095700.666,245046310922.541,261910508417.884,258336705808.999,318330511920.61,327500327675.625,362962872180.451,353550169672.52,379130260322.073,452301674444.139,450490196078.431,416812740004.518,438008220395.468,446898572341.786,416442786069.652,431213422818.792,471613965744.401,578792325056.433,657171591755.649,685092650167.89,733340860619.747,847481522036.682,947997656364.435,868077243678.8,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913597086062.599,907050863145.097,912242335119.069,GDP (current US$)
5163271598.15702,5632460936.54576,6066976682.67364,6510239502.76489,7159202706.48027,8058681060.159,8696460205.3397,9514496703.39762,10159934136.7838,11063065083.4888,12814123115.2613,14583114840.0629,17358610849.701,22534253702.8686,27145693810.1341,32877805200.023,35942270686.3374,41508030431.1074,46523091009.6713,53132244623.9213,64439382896.0156,63596654760.8677,62647195537.6511,61627240831.0948,62057955032.7758,65416879914.3907,78693253275.995,94230055658.6271,101900260856.222,102633789557.535,119791683307.507,121872464483.487,130838040067.584,120579072750.596,127131461119.927,152029612324.788,163520109150.671,161356631888.484,154163364302.66,162284465073.341,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000.0,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,405510000000.0,362008956544.827,GDP (current US$)
508334413.965087,531959561.62226,574091101.194382,496947904.443033,496098775.308642,735267082.294264,906811943.824649,841974025.462659,772228643.405428,788641965.432099,865975308.641975,882765471.604938,1024098804.93827,972101724.995368,1217953546.97604,1575789254.46938,1452792989.10865,1382400000.0,1604162497.45945,1851250008.33333,1945916583.33333,2275583316.66667,2395429852.43076,2447174803.37791,2581207387.79709,2619913955.51556,2850784523.37711,2957255379.54315,3487009748.35638,3525228153.17361,3627562402.66027,3921476084.89072,3401211581.29176,3660041666.66667,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,21621710002.5111,21703106502.4926,22162208956.0893,22731602969.6861,24360795410.1597,24524098184.4236,28971589213.134,33111525182.7133,34186180694.9285,33657175561.329,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,96245114.4611949,62077135.914984345,65745849.119353995,79773392.59802155,98775328.9473684,112084131.139664,96905829.5964126,74495624.44444445,57130215.5555556,64968550.18518515,121185497.569261,53511735.141955644,42433356.9329734,39793418.9189189,45144000.0,38002074.2021091,55989000.0,62983000.0,100534663.294927,72798000.0,168879207.244148,4682607.680536452,47737955.346651,99461000.0,152030993.10710502,249333250.082507,110858000.0,110705600.0,65334841.0604347,91679279.03225805,175573556.296138,63101272.3699183,131738200.0,54231467.6697581,61950985.43903521,21839098.8927071,66568900.60240956,27030374.0272781,85666415.03103496,27101076.2751521,47564520.3910861,66055407.6703145,96927201.4848422,98491843.6441982,104654365.188653,86779266.1619103,100087348.959092,109585941.624557,124021393.690412,118223430.124446,6.98855997075241,GDP (current US$)
5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,96245114.4611949,7911136757.06867,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20731243113.2926,23244547384.6748,24417617184.2478,24164603058.9949,24309279705.5731,21665975318.8842,24679795396.4194,30604668356.5695,40376354069.9474,45176811594.2029,43920222524.7085,45495129385.0475,42745329732.163,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188943457301.474,206950600690.395,212225726657.864,209127454522.901,212482013605.047,GDP (current US$)
1080919288767.36,1136637327305.46,1226903891897.31,1322444599057.41,1445362086595.63,1568732198938.33,1721759731076.64,1848295442505.0,2004937959357.32,2205468158993.21,2403774057854.49,2662094748487.6,3087984495818.67,3730827921446.1,4180268751845.96,4685476837067.55,5081565306987.5,5732926000456.34,6887515035545.46,7955856451354.1,8841960072427.68,9000940777044.99,8866239697477.07,9156294586804.0,9575823140678.71,10085408960310.8,12215612484705.6,14146970447112.2,15945901965192.8,16687147317666.3,18798432904451.2,19896373008624.4,21399194215217.2,21691256754507.1,23182702498959.0,25556317395522.1,25777801213726.3,25398931088948.8,25671310941860.3,26953310114773.7,27528368824762.0,27282684105617.7,28458472196802.5,31848492628064.7,35456244725466.6,37509638199619.0,39583512113898.8,43328429154275.7,45921299142381.6,42996802734965.2,45115360408643.2,48515594707909.4,48490804597909.5,49149217411326.0,50192651469585.9,47383213168536.8,48288124360650.9,50395090974018.7,53327471505093.5,53791284572855.0,52059613762688.1,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,63287594.5113414,67768132.1758611,107152720.243027,188864890.808735,239980801.535877,256299496.040317,301010587.102984,366857738.40542,483033932.135729,1645917776.49102,2096699189.34569,2560220034.74233,2741169947.88651,2740301389.69311,3733352634.62652,5981760277.93862,7259120150.55009,7554719455.70353,7932541690.79328,8821366531.55762,10005500579.0388,7323822251.3089,7811183094.92848,8386215864.75943,9372171651.49545,11685045513.6541,11341482444.7334,12452275682.7048,12493107932.3797,12918855656.697,13802600780.2341,15277763328.9987,15837451235.3706,13996914596.1361,15593456122.4936,19507452508.0656,19452000475.6183,20142756174.721,21633708220.0073,24763713000.6005,31081991724.7852,37215779655.5935,42085379489.0497,60905452457.928,48388363516.4273,56913065779.2588,67871907375.4484,76511069704.3228,78555622509.2653,80686929102.1927,68420257566.6036,65441278668.2947,70585606843.7797,79788768968.949,76331518668.5771,6.98855997075241,GDP (current US$)
3193200404.37297,32902336.644746,31856922.8615428,33749405.0118998,36193826.1234775,92159420.04170519,62233499.0992703,58953629.14917435,67514285.7142857,66596197.476050496,3136233260.90687,3723137041.26736,4506196563.42774,6528868603.80173,12036304483.8271,13435793650.9275,16702714337.7036,18808461332.4963,20750414063.9926,26944769306.2416,37414509400.01,37612384381.8337,35576359422.227,33607904190.9534,33850144561.8484,32168315636.9413,32574738193.1125,38661083946.8495,43435520388.0566,45480159713.9788,54430435879.1096,56048134546.3524,61139186292.147,58222210989.9813,60903334916.5264,70227326281.8248,73988949606.4433,76855970876.2724,75284042429.4404,80953804251.641,91416976402.9533,90947842452.4601,98118747587.5218,122149131929.737,151571751143.426,183618511588.325,215775336789.03,264052157919.952,323056461352.688,277310208711.041,322632622165.475,397158822365.755,414363806132.821,432445578061.314,446975168776.243,370954636401.155,366640783079.732,399208351427.105,443035376761.848,433454622124.212,377607677758.984,GDP (current US$)
